Student ID,Gender,Education,Infrastructure,PlacementSupport,FacultySupport,Events,Fees,Sport Facility,DegreeYears,Churn
7860-KSUGX,Male,Good,Good,Good,Poor,Good,13000,Poor,4,No
8966-KZXXA,Male,Good,Good,Good,Good,Good,4000,Good,4,No
6910-HADCM,Female,Poor,Poor,Good,Poor,Poor,13000,Poor,4,Yes
4816-LXZYW,Female,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
9606-PBKBQ,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
5149-QYTTU,Female,Good,Good,Good,Good,Good,13000,Poor,4,No
2070-XYMFH,Female,Poor,Poor,Good,Poor,Good,13000,Poor,4,No
2085-BOJKI,Male,Poor,Poor,Good,Poor,Poor,13000,Good,4,No
0817-HSUSE,Male,Poor,Poor,Good,Good,Poor,13000,Good,4,No
5442-PPTJY,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1927-QEWMY,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1663-MHLHE,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5663-QBGIS,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,No
4450-MDZFX,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
6701-DHKWQ,Female,Poor,Good,Good,Good,Poor,13000,Poor,4,No
7554-AKDQF,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3536-IQCTX,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
4911-BANWH,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
8496-EJAUI,Male,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
0794-YVSGE,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5423-BHIXO,Female,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
6908-VVYHM,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,No
2959-EEXWB,Female,Good,Poor,Poor,Poor,Poor,52885,Good,4,No
1839-UMACK,Male,Good,Good,Good,Good,Good,4000,Good,4,No
3030-YDNRM,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
7321-KKSDU,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
3402-XRIUO,Female,Good,Good,Poor,Good,Good,52885,Poor,4,No
3132-TVFDZ,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
8286-AFUYI,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,No
8080-DDEMJ,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
8356-WUAOJ,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
6365-MTGZX,Male,Poor,Poor,Poor,Good,Poor,52885,Good,4,Yes
1349-WXNGG,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
8058-DMYRU,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,No
9350-ZXYJC,Female,Good,Good,Good,Good,Good,4000,Good,4,No
6990-YNRIO,Male,Good,Poor,Good,Good,Good,13000,Good,4,Yes
8958-JPTRR,Female,Good,Good,Good,Good,Good,4000,Good,4,No
6959-GQEGV,Male,Good,Poor,Good,Poor,Poor,13000,Good,4,No
3173-WSSUE,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1265-HVPZB,Male,Good,Good,Good,Poor,Poor,13000,Poor,4,No
4115-UMJFQ,Male,Poor,Good,Good,Poor,Poor,13000,Poor,4,No
7369-TRPFD,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1098-KFQEC,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
7190-XHTWJ,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0621-TWIEM,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
3537-RYBHH,Female,Good,Good,Good,Poor,Good,13000,Poor,4,No
2485-ITVKB,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
3669-OYSJI,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
1612-EOHDH,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
6702-OHFWR,Male,Poor,Good,Good,Poor,Poor,13000,Good,4,Yes
5296-BFCYD,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4510-PYUSH,Female,Good,Good,Poor,Poor,Poor,52885,Poor,4,Yes
9359-JANWS,Female,Good,Poor,Good,Good,Poor,13000,Poor,4,No
7517-SAWMO,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
4143-HHPMK,Male,Poor,Good,Poor,Poor,Poor,52885,Good,4,Yes
3279-DYZQM,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7054-LGEQW,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
0523-VNGTF,Female,Poor,Good,Good,Good,Poor,13000,Poor,4,No
9575-IWCAZ,Male,Good,Good,Good,Good,Good,4000,Good,4,No
7105-MXJLL,Female,Poor,Poor,Good,Poor,Poor,13000,Good,4,No
7064-FRRSW,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,No
7940-UQQUG,Female,Good,Poor,Poor,Good,Good,52885,Good,4,No
0923-PNFUB,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
3961-SXAXY,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
7010-BRBUU,Male,Good,Good,Good,Good,Good,4000,Good,4,No
3566-HJGPK,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3062-ICYZQ,Female,Good,Good,Poor,Poor,Good,52885,Good,4,No
9938-PRCVK,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0973-KYVNF,Female,Good,Good,Good,Poor,Poor,13000,Poor,4,No
5129-HHMZC,Female,Good,Good,Poor,Good,Good,52885,Good,4,No
9637-CDTKZ,Male,Good,Good,Good,Good,Good,13000,Good,4,No
3946-JEWRQ,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
7873-CVMAW,Male,Good,Good,Good,Good,Good,13000,Good,4,No
0463-WZZKO,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
3494-JCHRQ,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
6474-FVJLC,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
4524-QCSSM,Male,Good,Good,Poor,Poor,Poor,52885,Good,4,No
5832-EXGTT,Male,Good,Poor,Poor,Poor,Poor,52885,Good,4,No
8840-DQLGN,Female,Good,Good,Poor,Good,Good,52885,Poor,4,Yes
2039-JONDJ,Male,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
7217-JYHOQ,Male,Good,Good,Poor,Good,Poor,52885,Good,4,No
6695-FRVEC,Male,Good,Poor,Good,Good,Poor,13000,Poor,4,No
4547-LYTDD,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
9894-QMIMJ,Female,Poor,Good,Good,Poor,Poor,13000,Poor,4,No
8069-YQQAJ,Male,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
6770-XUAGN,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
4193-ORFCL,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
1636-NTNCO,Male,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
3466-WAESX,Male,Good,Good,Poor,Poor,Good,52885,Good,4,No
9281-PKKZE,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
3638-VBZTA,Male,Good,Good,Poor,Good,Good,52885,Good,4,No
7459-IMVYU,Male,Good,Good,Good,Good,Good,13000,Poor,4,No
7776-QWNFX,Male,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
6689-TCZHQ,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
8563-OYMQY,Male,Poor,Good,Good,Poor,Poor,13000,Good,4,No
0754-EEBDC,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5777-ZPQNC,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1951-IEYXM,Male,Good,Good,Good,Good,Good,13000,Good,4,No
3318-NMQXL,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
3143-ILDAL,Male,Poor,Good,Poor,Good,Good,52885,Good,4,Yes
1022-RKXDR,Female,Good,Good,Good,Good,Good,4000,Good,4,No
2361-FJWPoor,Male,Poor,Good,Poor,Good,Poor,52885,Poor,4,No
2272-UOINI,Female,Good,Good,Poor,Good,Poor,52885,Good,4,No
8232-UTFOZ,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
3750-YHRYO,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6637-KYRCV,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
5668-MEISB,Female,Good,Good,Good,Good,Good,13000,Poor,4,No
0129-QMPDR,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7188-CBBBA,Female,Poor,Good,Good,Poor,Good,13000,Poor,4,No
5356-CSVSQ,Female,Poor,Poor,Poor,Good,Good,52885,Poor,4,No
3221-CJMSG,Male,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
4720-VSTSI,Female,Poor,Good,Good,Poor,Good,13000,Poor,4,Yes
3219-JQRSL,Female,Good,Good,Good,Good,Good,13000,Good,4,No
2801-NISEI,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
3946-MHCZW,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,Yes
4623-ZKHLY,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6732-VAILE,Male,Poor,Good,Good,Good,Good,13000,Good,4,No
8201-AAXCB,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
7696-CFTAT,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1845-CSBRZ,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
2123-VSCOT,Female,Poor,Poor,Good,Good,Good,13000,Poor,4,No
6651-AZVTJ,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,Yes
4566-GOLUK,Male,Poor,Poor,Good,Good,Good,13000,Good,4,Yes
2484-DGXPZ,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
2018-QKYGT,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
2792-VPPET,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7409-JURKQ,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
3247-MHJKM,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1964-SVLEA,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4587-NUKOX,Female,Good,Good,Poor,Poor,Poor,52885,Poor,4,Yes
7297-DVYGA,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2239-CGBUZ,Female,Good,Good,Poor,Good,Poor,52885,Poor,4,No
0854-UYHZD,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
7243-LCGGZ,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
8267-KFGYD,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4890-VMUAV,Male,Good,Good,Good,Good,Good,13000,Poor,4,No
9261-WDCAF,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
3764-MNMOI,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7442-YGZFK,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
0420-BWTPW,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
8229-BUJHX,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
7449-HVPIV,Male,Poor,Poor,Good,Poor,Good,13000,Poor,4,No
5504-WSIUR,Female,Poor,Good,Good,Good,Good,13000,Poor,4,No
8183-ONMXC,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
8466-PZBLH,Male,Good,Poor,Poor,Good,Good,52885,Good,4,No
9614-RMGHA,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
8735-IJJEG,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
0564-MUUQK,Female,Poor,Poor,Good,Good,Good,13000,Good,4,No
5054-IEXZT,Male,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
5834-ASPWA,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
0701-RFGFI,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
0019-EFAEP,Female,Good,Good,Good,Poor,Good,13000,Poor,4,No
5619-PTMIK,Female,Good,Poor,Poor,Poor,Good,52885,Poor,4,No
3737-XBQDD,Male,Poor,Good,Good,Poor,Good,13000,Poor,4,No
5882-CMAZQ,Female,Poor,Good,Poor,Good,Poor,52885,Poor,4,No
5846-QFDFI,Female,Poor,Good,Good,Good,Good,13000,Poor,4,No
4445-KWOKW,Female,Good,Good,Poor,Poor,Good,52885,Poor,4,No
3511-APPBJ,Male,Good,Poor,Good,Poor,Poor,13000,Good,4,No
7967-HYCDE,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
2430-RRYUW,Male,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
3948-XHGNA,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
3723-BFBGR,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
0565-IYCGT,Male,Good,Good,Good,Good,Good,13000,Good,4,Yes
5447-WZAFP,Female,Poor,Good,Good,Poor,Poor,13000,Good,4,No
5110-CHOPY,Female,Good,Poor,Good,Poor,Poor,13000,Good,4,No
5445-UTODQ,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
4425-OWHWB,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
7892-QVYKW,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
9675-ICXCT,Male,Good,Poor,Good,Good,Poor,13000,Good,4,No
1024-VRZHF,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
4703-MQYKT,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
9497-QCMMS,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
5692-ICXLW,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
0602-DDUML,Female,Poor,Good,Good,Good,Poor,13000,Poor,4,No
2208-MPXIO,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1960-UYCNN,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
0348-SDKOL,Female,Poor,Poor,Good,Good,Good,13000,Good,4,Yes
3190-FZATL,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7336-RLLRH,Male,Good,Poor,Poor,Good,Good,52885,Good,4,No
4373-MAVJG,Female,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
8901-HJXTF,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
7710-JSYOA,Female,Poor,Good,Poor,Good,Good,52885,Good,4,No
5419-KLXBN,Female,Poor,Good,Good,Poor,Poor,13000,Poor,4,Yes
3424-NMNBO,Male,Good,Good,Good,Poor,Good,13000,Good,4,Yes
9885-MFVSU,Female,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
4514-GFCFI,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
0607-MVMGC,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
3365-SAIGS,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
9828-AOQLM,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
8022-BECSI,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
8000-REIQB,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
9993-LHIEB,Male,Good,Poor,Good,Good,Poor,13000,Good,4,No
0266-CLZKZ,Female,Poor,Poor,Good,Good,Good,13000,Good,4,No
7615-ESMYF,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
3858-VOBET,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
7020-OZKXZ,Female,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
3977-QCRSL,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0017-DIPoorC,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
1447-PJGGA,Female,Poor,Poor,Good,Poor,Poor,13000,Good,4,Yes
8565-CLBZW,Male,Poor,Poor,Good,Poor,Good,13000,Poor,4,Yes
9139-WQQDY,Female,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
0224-HJAPT,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
8086-OVPWV,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
9430-FRQOC,Female,Poor,Poor,Good,Good,Good,13000,Poor,4,Yes
7639-OPLNG,Male,Good,Good,Good,Good,Good,13000,Poor,4,No
3074-GQWYX,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
1492-QGCLU,Male,Good,Poor,Good,Good,Good,13000,Good,4,No
6845-RGTYS,Female,Good,Good,Good,Poor,Good,13000,Poor,4,Yes
7328-OWMOM,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
4418-LZMSV,Male,Poor,Good,Good,Good,Poor,13000,Poor,4,No
5155-AZQPB,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
8861-HGGKB,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
1087-GRUYI,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7065-YUNRY,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
7694-VLBWQ,Male,Poor,Good,Good,Poor,Good,13000,Good,4,Yes
2546-KZAAT,Male,Good,Good,Poor,Poor,Poor,52885,Good,4,No
0181-RITDD,Male,Good,Good,Good,Good,Poor,13000,Good,4,No
5989-PGKJB,Female,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
4795-KTRTH,Female,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
8272-ONJLV,Male,Poor,Poor,Good,Poor,Poor,13000,Good,4,No
1488-PBLJN,Female,Good,Good,Good,Good,Good,13000,Good,4,No
0308-GIQJT,Male,Poor,Good,Poor,Good,Good,52885,Good,4,No
3778-FOAQW,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
4452-ROHMO,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
6481-OGDOO,Male,Good,Good,Poor,Poor,Poor,52885,Good,4,Yes
3090-LETTY,Male,Good,Good,Poor,Poor,Good,52885,Poor,4,No
5349-AZPEW,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3753-TSEMP,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
8305-VHZBZ,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
9720-JJJOR,Male,Good,Good,Good,Poor,Poor,13000,Poor,4,No
8100-HZZLJ,Female,Good,Good,Poor,Poor,Poor,52885,Good,4,No
8775-ERLNB,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
8309-IEYJD,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
9172-JITSM,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
6298-QDFNH,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
7398-HPYZQ,Male,Good,Good,Good,Good,Good,13000,Good,4,No
3546-GHEAE,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7361-YPXFS,Female,Poor,Good,Good,Good,Good,13000,Poor,4,No
6557-BZXLQ,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
2550-QHZGP,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7519-JTWQH,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
2538-OIMXF,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
8543-MSDMF,Male,Good,Poor,Good,Poor,Poor,13000,Good,4,No
9961-JBNMK,Male,Poor,Poor,Good,Poor,Poor,13000,Good,4,Yes
1170-SASML,Female,Poor,Good,Good,Poor,Good,13000,Poor,4,No
4872-JCVCA,Female,Good,Good,Good,Good,Poor,13000,Poor,4,No
5346-BZCHP,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2038-LLMLM,Female,Poor,Poor,Good,Good,Good,13000,Good,4,No
6173-ITPWD,Male,Poor,Good,Good,Poor,Good,13000,Poor,4,Yes
9734-UYXQI,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
1216-BGTSP,Male,Good,Poor,Good,Good,Good,13000,Good,4,No
4138-NAXED,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
2189-UXTKY,Female,Good,Poor,Poor,Good,Good,52885,Good,4,Yes
0744-BIKKF,Male,Good,Good,Good,Good,Good,13000,Good,4,No
7483-IQWIB,Male,Poor,Good,Good,Poor,Good,13000,Poor,4,No
5248-KWLAR,Male,Good,Good,Good,Good,Good,13000,Good,4,No
4958-GZWIY,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,Yes
7996-MHXLW,Female,Good,Good,Good,Good,Good,4000,Good,4,No
7833-PKIHD,Male,Good,Poor,Poor,Good,Poor,52885,Good,4,No
7061-OVMIM,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
5153-RTHKF,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
1852-QSWCD,Male,Good,Good,Good,Good,Good,4000,Good,4,No
4832-VRBMR,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
9079-LWTFD,Male,Good,Good,Poor,Good,Good,52885,Poor,4,No
6356-ELRKD,Female,Good,Poor,Poor,Poor,Poor,52885,Good,4,Yes
8624-GIOUT,Female,Good,Good,Poor,Poor,Good,52885,Poor,4,Yes
3392-EHMNK,Female,Poor,Good,Poor,Good,Good,52885,Poor,4,No
5986-WWXDV,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
3061-BCKYI,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6179-GJPSO,Female,Good,Good,Poor,Good,Poor,52885,Good,4,Yes
7901-TBKJX,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,No
7228-PAQPD,Female,Poor,Poor,Poor,Good,Poor,52885,Good,4,No
3177-LASXD,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
7746-QYVCO,Male,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
5804-HYIEZ,Male,Good,Good,Poor,Poor,Good,52885,Good,4,No
9919-FZDED,Male,Good,Good,Good,Poor,Good,13000,Good,4,No
5934-TSSAU,Female,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
3486-KHMLI,Male,Good,Good,Good,Good,Good,4000,Good,4,No
4897-QSUYC,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
1084-UQCHV,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
8290-YWKHZ,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
2955-BJZHG,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
3806-DXQOM,Female,Good,Good,Poor,Poor,Poor,52885,Poor,4,Yes
6784-XYJAE,Female,Poor,Poor,Good,Poor,Good,13000,Poor,4,No
3933-DQPWX,Female,Poor,Good,Good,Good,Poor,13000,Poor,4,No
6661-EIPZC,Female,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
8957-THMOA,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2251-PYLPB,Male,Good,Good,Good,Good,Good,13000,Good,4,No
5555-RNPGT,Male,Good,Good,Good,Good,Good,4000,Good,4,No
1057-FOGLZ,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
9300-RENDD,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
0761-AETCS,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
8087-LGYHQ,Male,Poor,Poor,Good,Poor,Poor,13000,Good,4,No
4137-BTIKL,Male,Good,Poor,Poor,Poor,Good,52885,Good,4,No
2190-BCXEC,Female,Poor,Poor,Poor,Good,Good,52885,Poor,4,No
6227-FBDXH,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,No
2153-MREFK,Female,Good,Poor,Good,Good,Good,13000,Good,4,Yes
2911-WDXMV,Male,Poor,Poor,Good,Poor,Good,13000,Poor,4,No
7206-PQBBZ,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3106-ULWFW,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
0925-VYDLG,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
4547-FZJWE,Male,Good,Poor,Poor,Poor,Poor,52885,Good,4,No
7422-WNBTY,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
0842-IWYCP,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3521-HTQTV,Male,Good,Good,Good,Good,Good,4000,Good,4,No
3744-ZBHON,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
3373-DIUUN,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
8383-SGHJU,Female,Good,Poor,Poor,Good,Good,52885,Poor,4,No
7607-QKKTJ,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
7707-PYBBH,Male,Good,Good,Poor,Good,Poor,52885,Poor,4,No
8984-HPEMB,Female,Good,Good,Good,Good,Good,13000,Good,4,No
4349-GFQHK,Male,Poor,Poor,Good,Poor,Good,13000,Poor,4,Yes
4139-DETXS,Female,Good,Good,Good,Good,Poor,13000,Good,4,No
9779-DPNEJ,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
9805-FILKB,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5793-YOLJN,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0673-IGUQO,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4123-FCVCB,Female,Poor,Poor,Poor,Good,Good,52885,Good,4,No
8819-IMISP,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
7802-EFKNY,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
8311-UEUAB,Female,Good,Poor,Poor,Poor,Good,52885,Good,4,No
5858-EAFCZ,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
8035-BUYVG,Male,Good,Good,Good,Poor,Poor,13000,Poor,4,Yes
1163-ONYEY,Male,Good,Good,Good,Poor,Good,13000,Poor,4,No
9787-XVQIU,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
8945-MUQUF,Male,Good,Good,Poor,Poor,Good,52885,Poor,4,Yes
5656-MJEFC,Male,Good,Poor,Good,Good,Poor,13000,Poor,4,No
6082-OQFBA,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
8051-HJRLT,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
8974-OVACP,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
4010-YLMVT,Female,Good,Good,Poor,Poor,Good,52885,Good,4,No
1379-FRVEB,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
8612-GXIDD,Male,Good,Good,Good,Good,Good,4000,Good,4,No
6288-CHQJB,Female,Good,Poor,Good,Good,Poor,13000,Good,4,No
8160-HOWOX,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
3023-GFLBR,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
6648-INWPS,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4223-BKEOR,Female,Good,Poor,Good,Poor,Poor,13000,Good,4,No
4079-VTGLK,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,No
1763-WQFUK,Male,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
1391-UBDAR,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
8894-JVDCV,Female,Good,Good,Good,Good,Good,13000,Good,4,No
2023-VQFDL,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
