,Fees,DegreeYears,Churn,Gender_Female,Gender_Male,Education_Good,Education_Poor,Infrastructure_Good,Infrastructure_Poor,PlacementSupport_Good,PlacementSupport_Poor,FacultySupport_Good,FacultySupport_Poor,Events_Good,Events_Poor,Sport Facility_Good,Sport Facility_Poor
1756,13000,4,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
1757,52885,4,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1758,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1759,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1760,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
1761,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1762,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
1763,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1764,13000,4,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
1765,13000,4,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1766,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1767,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1768,13000,4,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
1769,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
1770,13000,4,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
1771,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1772,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1773,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1774,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1775,13000,4,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
1776,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1777,52885,4,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1
1778,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1779,52885,4,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1780,4000,4,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1781,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
1782,52885,4,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0
1783,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1784,4000,4,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1785,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1786,13000,4,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1
1787,13000,4,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1788,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1789,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1790,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
1791,13000,4,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1792,52885,4,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
1793,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1794,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1795,13000,4,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0
1796,52885,4,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0
1797,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1798,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1799,52885,4,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0
1800,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1801,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1802,13000,4,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1
1803,13000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1804,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1805,13000,4,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
1806,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1807,13000,4,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
1808,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1
1809,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
1810,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1811,13000,4,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1
1812,13000,4,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
1813,13000,4,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
1814,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1815,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1816,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1817,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
1818,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1819,13000,4,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
1820,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1821,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
1822,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
1823,52885,4,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1824,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1825,52885,4,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
1826,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
1827,52885,4,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
1828,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1829,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1830,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1831,52885,4,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
1832,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1833,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1834,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1835,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1836,52885,4,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0
1837,4000,4,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1838,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
1839,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1840,13000,4,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
1841,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1842,13000,4,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
1843,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1844,13000,4,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1
1845,13000,4,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
1846,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1847,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1848,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1849,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1850,13000,4,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1851,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
1852,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1853,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1854,13000,4,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
1855,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1856,52885,4,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1857,13000,4,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1858,52885,4,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1859,52885,4,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
1860,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1861,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1862,13000,4,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
1863,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1864,13000,4,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
1865,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
1866,52885,4,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
1867,52885,4,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
1868,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1869,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1870,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1871,52885,4,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
1872,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1873,13000,4,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1874,52885,4,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
1875,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1876,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
1877,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1878,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1879,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1880,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
1881,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
1882,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
1883,52885,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
1884,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
1885,52885,4,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0
1886,13000,4,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1
1887,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
1888,13000,4,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
1889,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1890,4000,4,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1891,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1892,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
1893,52885,4,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0
1894,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
1895,52885,4,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
1896,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
1897,52885,4,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1898,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
1899,13000,4,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
1900,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1901,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1902,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1903,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1904,52885,4,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0
1905,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1906,52885,4,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1907,52885,4,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
1908,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1909,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1910,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
1911,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1912,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1913,13000,4,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
1914,52885,4,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1
1915,52885,4,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
1916,13000,4,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
1917,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1918,52885,4,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
1919,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1920,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1921,13000,4,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
1922,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1923,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1924,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
1925,13000,4,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
1926,13000,4,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0
1927,13000,4,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0
1928,4000,4,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1929,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1930,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1931,13000,4,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
1932,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1933,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1934,52885,4,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1935,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1936,52885,4,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
1937,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1938,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1939,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1940,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
1941,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1942,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1943,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1944,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1945,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1946,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
1947,13000,4,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1948,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
1949,52885,4,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
1950,52885,4,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1
1951,13000,4,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1952,13000,4,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
1953,52885,4,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1954,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1955,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
1956,13000,4,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1957,52885,4,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1958,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
1959,52885,4,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
1960,13000,4,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1961,52885,4,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
1962,13000,4,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
1963,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1964,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
1965,52885,4,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1966,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
1967,13000,4,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1968,13000,4,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
1969,13000,4,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0
1970,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1971,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1972,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
1973,13000,4,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
1974,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1975,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1976,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
1977,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
1978,13000,4,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
1979,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1980,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
1981,13000,4,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0
1982,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1983,52885,4,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
1984,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
1985,52885,4,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
1986,52885,4,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
1987,13000,4,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
1988,13000,4,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0
1989,52885,4,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1990,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
1991,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
1992,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
1993,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1994,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1995,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1996,13000,4,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
1997,13000,4,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
1998,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
1999,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
2000,13000,4,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
2001,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2002,52885,4,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
2003,13000,4,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
2004,13000,4,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1
2005,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
2006,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
2007,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
2008,13000,4,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1
2009,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
2010,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
2011,13000,4,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
2012,13000,4,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
2013,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2014,13000,4,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
2015,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
2016,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
2017,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
2018,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
2019,13000,4,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
2020,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
2021,13000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
2022,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
2023,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1
2024,13000,4,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
2025,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2026,52885,4,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
2027,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2028,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2029,52885,4,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0
2030,52885,4,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
2031,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
2032,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
2033,4000,4,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
2034,13000,4,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1
2035,52885,4,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
2036,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
2037,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
2038,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
2039,52885,4,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1
2040,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
2041,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
2042,13000,4,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
2043,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2044,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
2045,13000,4,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
2046,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
2047,13000,4,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
2048,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0
2049,13000,4,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
2050,13000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
2051,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2052,13000,4,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
2053,13000,4,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
2054,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
2055,13000,4,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
2056,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
2057,52885,4,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0
2058,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
2059,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
2060,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
2061,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
2062,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2063,52885,4,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
2064,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2065,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
2066,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
2067,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
2068,52885,4,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
2069,52885,4,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0
2070,52885,4,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1
2071,52885,4,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
2072,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
2073,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
2074,52885,4,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0
2075,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
2076,52885,4,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
2077,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
2078,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
2079,52885,4,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0
2080,13000,4,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
2081,13000,4,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
2082,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
2083,4000,4,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2084,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2085,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
2086,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2087,52885,4,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
2088,13000,4,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1
2089,13000,4,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
2090,52885,4,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
2091,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2092,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
2093,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
2094,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2095,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2096,4000,4,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2097,13000,4,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
2098,52885,4,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
2099,52885,4,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1
2100,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
2101,13000,4,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
2102,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
2103,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2104,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
2105,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
2106,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
2107,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
2108,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
2109,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
2110,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2111,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
2112,52885,4,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1
2113,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
2114,52885,4,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
2115,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2116,13000,4,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1
2117,13000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
2118,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
2119,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
